;elapsed.time;NH3_30s.bg;DATE;TIME;FRAC_DAYS_SINCE_JAN1;FRAC_HRS_SINCE_JAN1;JULIAN_DAYS;EPOCH_TIME;ALARM_STATUS;INST_STATUS;CavityPressure;CavityTemp;DasTemp;EtalonTemp;WarmBoxTemp;species;MPVPosition;OutletValve;solenoid_valves;NH3;NH3_30s;NH3_5min;H2O;CO2;NH3_raw;NH3_dry;nh3_base_11;date.time;id;Vid;treat;NH3.corr;date.time.weather;date;time;temp;air.flow;A.frame;air.temp.K;n;flux;flux.tr;flux.time;cum.emis
36;21.6;13.58281179;12-10-2022;51:37.8;284.4525211;6826.860506;285.4525211;1665571898;0;899;139.9976335;45.00102997;31.375;45.17623138;45.00115204;2;3;45607.00115;3;285.4042856;287.6397002;288.5596992;1.140215397;143.1097189;285.4042856;285.4042856;706.3341001;12-10-2022 10:51;3;0;DFC;274.0568884;12-10-2022 11:00;12-10-2022;11:00:00;12.3;2940;0.38465;285.45;1.17E-08;0.001252595;0.001309764;0.188606;2.832694796
37;24;12.60386405;12-10-2022;15:33.5;284.5524716;6829.259319;285.5524716;1665580534;0;899;139.9898325;44.9998703;31.87873641;45.17440033;44.99953461;2;3;45631.68302;3;243.5994992;245.5931566;247.3077248;1.177926142;128.4514286;243.5994992;243.5994992;706.1837738;12-10-2022 13:15;3;0;DFC;232.9892925;12-10-2022 13:00;12-10-2022;13:00:00;12.3;2940;0.38465;285.45;9.95E-09;0.001064893;0.001158744;0.166859125;2.999553921
38;26.4;11.49890892;12-10-2022;39:29.0;284.6524189;6831.658053;285.6524189;1665589169;0;899;139.9974084;45.00102997;31.5;45.17449188;44.99977875;2;3;45603.13398;3;205.3393905;209.0592913;209.8021899;1.211384895;175.9815801;205.3393905;205.3393905;705.9182397;12-10-2022 15:39;3;0;DFC;197.5603824;12-10-2022 16:00;12-10-2022;16:00:00;11.9;2940;0.38465;285.05;8.45E-09;0.00090423;0.000984561;0.14177683;3.141330751
39;28.8;9.991815605;12-10-2022;03:24.4;284.7523654;6834.05677;285.7523654;1665597804;0;899;139.9997865;44.99895477;30.375;45.17464447;44.99944305;2;3;45544.24484;3;170.8652818;171.0448843;170.8883108;1.073106588;203.0422963;170.8652818;170.8652818;705.6632879;12-10-2022 18:03;3;0;DFC;161.0530687;12-10-2022 18:00;12-10-2022;18:00:00;11.1;2940;0.38465;284.25;6.90E-09;0.000739211;0.00082172;0.11832775;3.259658501
40;31.2;9.01508367;12-10-2022;27:19.4;284.852308;6836.455393;285.852308;1665606439;0;899;139.9921078;44.99918382;28.375;45.17507172;44.99912096;2;3;45438.00104;3;136.3949464;136.4977764;136.5909888;0.994114075;196.4275131;136.3949464;136.3949464;705.3057643;12-10-2022 20:27;3;0;DFC;127.4826927;12-10-2022 20:00;12-10-2022;20:00:00;9.3;2940;0.38465;282.45;5.50E-09;0.000588857;0.000664034;0.09562089;3.35527939
41;33.6;8.676766811;12-10-2022;51:16.2;284.9522706;6838.854493;285.9522706;1665615076;0;899;139.9986921;44.99996185;27.3125;45.1767807;45.00005341;2;3;45336.91659;3;118.2933195;117.8935895;117.0817018;0.938844549;238.6980318;118.2933195;118.2933195;705.1380703;12-10-2022 22:51;3;0;DFC;109.2168227;12-10-2022 23:00;12-10-2022;23:00:00;7.6;2940;0.38465;280.75;4.74E-09;0.000507539;0.000548198;0.078940522;3.434219913
42;36;8.64905464;13-10-2022;15:11.3;285.0522144;6841.253146;286.0522144;1665623711;0;899;140.0009541;45.00041962;27.5625;45.17714691;45.00060272;2;3;45332.67209;3;107.9724344;107.6838918;106.7916974;0.991361502;198.6487849;107.9724344;107.9724344;705.3598888;13-10-2022 01:15;3;0;DFC;99.03483718;13-10-2022 01:00;13-10-2022;01:00:00;7.7;2940;0.38465;280.85;4.30E-09;0.000460059;0.000483799;0.069667088;3.503887
43;38.4;8.449861823;13-10-2022;39:06.8;285.152162;6843.651888;286.152162;1665632347;0;899;140.0108608;45.00063324;27.8125;45.1760788;44.99959564;2;3;45293.03108;3;99.76666358;100.169302;98.68488803;0.999402491;225.7042054;99.76666358;99.76666358;705.237935;13-10-2022 03:39;3;0;DFC;91.71944013;13-10-2022 04:00;13-10-2022;04:00:00;8.1;2940;0.38465;281.25;3.97E-09;0.00042547;0.000442764;0.063758084;3.567645085
44;40.8;8.307788667;13-10-2022;03:02.4;285.252111;6846.050665;286.252111;1665640982;0;899;139.9969602;44.99977875;27.8125;45.17699432;45.00051117;2;3;45268.99926;3;92.1655331;92.31246319;90.90791587;0.995879275;236.9504392;92.1655331;92.1655331;704.9912499;13-10-2022 06:03;3;0;DFC;84.00467452;13-10-2022 06:00;13-10-2022;06:00:00;8.2;2940;0.38465;281.35;3.64E-09;0.000389544;0.000407507;0.058681003;3.626326088
45;43.2;9.162147587;13-10-2022;26:57.0;285.3520488;6848.449171;286.3520488;1665649617;0;899;139.9999486;45.00084686;28.9375;45.17714691;45.00081635;2;3;45308.87619;3;94.01039086;93.82474889;92.97504257;1.031382169;237.887987;94.01039086;94.01039086;705.0953633;13-10-2022 08:26;3;0;DFC;84.6626013;13-10-2022 08:00;13-10-2022;08:00:00;8.6;2940;0.38465;281.75;3.66E-09;0.000392038;0.000390791;0.056273873;3.682599961
46;45.6;9.348026724;13-10-2022;50:54.4;285.4520188;6850.848451;286.4520188;1665658254;0;899;139.9935602;44.99986997;31.4375;45.17613651;45.00082315;2;3;45398.19313;3;105.1414692;103.9759873;102.4520134;1.192915074;192.0126506;105.1414692;105.1414692;705.4729821;13-10-2022 10:50;3;0;DFC;94.62796058;13-10-2022 11:00;13-10-2022;11:00:00;11.9;2940;0.38465;285.05;4.05E-09;0.00043311;0.000412574;0.05941064;3.742010601
47;48;9.793062537;13-10-2022;14:50.3;285.551971;6853.247304;286.551971;1665666890;0;899;139.9973602;44.99938202;32.0625;45.17464447;44.99990082;2;3;45443.29688;3;98.45175522;98.19156306;96.81529258;1.172767654;207.0026074;98.45175522;98.45175522;705.4636632;13-10-2022 13:14;3;0;DFC;88.39850052;13-10-2022 13:00;13-10-2022;13:00:00;12.7;2940;0.38465;285.85;3.77E-09;0.000403466;0.000418288;0.060233471;3.802244073
48;50.4;8.362863237;13-10-2022;38:44.5;285.6519041;6855.645699;286.6519041;1665675525;0;899;140.0052072;45.00008392;31.6875;45.17424774;44.99901581;2;3;45425.69294;3;83.83553729;84.20805244;81.34230619;1.239388102;223.5581576;83.83553729;83.83553729;705.286964;13-10-2022 15:38;3;0;DFC;75.8451892;13-10-2022 16:00;13-10-2022;16:00:00;11.6;2940;0.38465;284.75;3.25E-09;0.000347508;0.000375487;0.054070083;3.856314155
49;52.8;8.230264678;13-10-2022;02:40.1;285.7518534;6858.044482;286.7518534;1665684160;0;899;139.9972231;45.00029821;30.5;45.17536727;44.99972733;2;3;45333.35904;3;78.01687004;78.38905858;76.66434017;1.21699563;212.4364126;78.01687004;78.01687004;705.2001067;13-10-2022 18:02;3;0;DFC;70.1587939;13-10-2022 18:00;13-10-2022;18:00:00;10.9;2940;0.38465;284.05;3.01E-09;0.000322246;0.000334877;0.048222247;3.904536403
50;55.2;8.30532611;13-10-2022;26:35.3;285.8517974;6860.443136;286.8517974;1665692795;0;899;140.0132393;45.00008392;30.75;45.17546845;45.00023651;2;3;45348.50013;3;70.98648183;70.7178504;70.059769;1.232587194;225.3057727;70.98648183;70.98648183;705.4317372;13-10-2022 20:26;3;0;DFC;62.41252429;13-10-2022 20:00;13-10-2022;20:00:00;10.9;2940;0.38465;284.05;2.68E-09;0.000286667;0.000304456;0.043841689;3.948378091
51;57.6;7.606569669;13-10-2022;50:31.1;285.951749;6862.841976;286.951749;1665701431;0;899;139.9994369;45.00051117;30.875;45.17610931;45.00063324;2;3;45348.24125;3;68.0897027;67.35070803;64.27325362;1.170829529;195.3004395;68.0897027;68.0897027;705.2380757;13-10-2022 22:50;3;0;DFC;59.74413836;13-10-2022 23:00;13-10-2022;23:00:00;10.1;2940;0.38465;283.25;2.57E-09;0.000275185;0.000280926;0.040453337;3.988831428
52;60;6.599458245;14-10-2022;14:26.5;286.0516958;6865.240698;287.0516958;1665710067;0;899;140.0086553;44.99956513;31.1875;45.17571259;45.00045013;2;3;45369.58846;3;60.65587063;60.09793606;60.67165968;1.149018681;237.0645348;60.65587063;60.65587063;705.0271183;14-10-2022 01:14;3;0;DFC;53.49847782;14-10-2022 01:00;14-10-2022;01:00:00;9.7;2940;0.38465;282.85;2.30E-09;0.000246766;0.000260976;0.037580497;4.026411925
53;0;15.70318022;11-10-2022;32:18.3;283.5641004;6805.538411;284.5641004;1665495138;0;899;140.0043801;44.99938202;30.1875;45.17308807;44.99861908;2;5;45520.2703;5;983.5376321;970.5698581;938.3891987;1.027756777;142.8978207;983.5376321;983.5376321;710.4396233;11-10-2022 13:32;5;V5;DFC;954.8666779;11-10-2022 14:00;11-10-2022;14:00:00;11.1;2940;0.38465;284.25;4.09E-08;0.004382705;0;0;0
54;2.4;18.71838577;11-10-2022;56:13.5;283.6640448;6807.937074;284.6640448;1665503773;0;899;140.0031337;44.99974823;29.5625;45.17546845;45.00054169;2;5;45452.56581;5;864.1118628;857.0910389;860.0802127;1.082471703;132.4770319;864.1118628;864.1118628;709.6325147;11-10-2022 15:56;5;0;DFC;838.3726531;11-10-2022 16:00;11-10-2022;16:00:00;10.2;2940;0.38465;283.35;3.61E-08;0.003860236;0.004121471;0.593491785;0.593491785
55;4.8;17.80148143;11-10-2022;20:08.9;283.763992;6810.335808;284.763992;1665512409;0;899;139.9921875;44.9988327;28.75;45.17485809;44.99925995;2;5;45393.12621;5;684.6111231;683.0770851;679.2189044;1.03969526;124.910938;684.6111231;684.6111231;709.0060869;11-10-2022 18:20;5;0;DFC;665.2756037;11-10-2022 18:00;11-10-2022;18:00:00;9.7;2940;0.38465;282.85;2.87E-08;0.003068636;0.003464436;0.498878819;1.092370604
56;7.2;19.34360083;11-10-2022;44:03.5;283.8639294;6812.734305;284.8639294;1665521043;0;899;139.9946271;44.9998703;28.4375;45.17601776;45.00020599;2;5;45402.6772;5;568.6672234;566.9302802;564.4706403;1.080302594;120.3639423;568.6672234;568.6672234;708.0087962;11-10-2022 20:44;5;0;DFC;547.5866794;11-10-2022 21:00;11-10-2022;21:00:00;9;2940;0.38465;282.15;2.37E-08;0.002532053;0.002800345;0.403249636;1.49562024
57;9.59;23.2362223;11-10-2022;07:59.5;283.9638828;6815.133187;284.9638828;1665529679;0;899;139.998991;45;28.0625;45.17551041;44.99927521;2;5;45425.33398;5;473.1653794;473.6973848;473.9338188;1.040434135;157.9889293;473.1653794;473.1653794;707.4396176;11-10-2022 23:07;5;0;DFC;450.4611625;11-10-2022 23:00;11-10-2022;23:00:00;8.1;2940;0.38465;281.25;1.95E-08;0.002089608;0.002310831;0.332759601;1.828379842
